record,error,threshold,label
4711,0.0013153163,0.0006202863,0
4734,0.0010374715,0.0006202863,0
4749,0.0006614153,0.0006202863,0
4761,0.0017097305,0.0006202863,0
4770,0.0007127695,0.0006202863,0
4803,0.0009858334,0.0006202863,0
4810,0.0042634588,0.0006202863,0
4812,0.0042634596,0.0006202863,0
4832,0.0006294968,0.0006202863,0
4844,0.0006612277,0.0006202863,0
4851,0.0006608606,0.0006202863,0
4856,0.0006434641,0.0006202863,0
4857,0.0006618775,0.0006202863,0
4869,0.0006625933,0.0006202863,0
4894,0.0009083541,0.0006202863,0
4906,0.0006613794,0.0006202863,0
4911,0.0006619305,0.0006202863,0
4931,0.0012767143,0.0006202863,0
4939,0.0015596256,0.0006202863,0
4953,0.0006616782,0.0006202863,0
4961,0.0006764580,0.0006202863,0
4971,0.0006687959,0.0006202863,0
4990,0.0006621357,0.0006202863,0
5003,0.0006621700,0.0006202863,0
5006,0.0009088749,0.0006202863,0
5013,0.0010966859,0.0006202863,0
5038,0.0006626379,0.0006202863,0
5060,0.0006616420,0.0006202863,0
5065,0.0006619408,0.0006202863,0
5077,0.0007012023,0.0006202863,0
5105,0.0006608143,0.0006202863,0
5109,0.0017920360,0.0006202863,0
5110,0.0006608350,0.0006202863,0
5117,0.0006620432,0.0006202863,0
5124,0.0006945653,0.0006202863,0
5129,0.0007127692,0.0006202863,0
5143,0.0006621613,0.0006202863,0
5194,0.0006612823,0.0006202863,0
5199,0.0006667368,0.0006202863,0
5220,0.0006617624,0.0006202863,0
5232,0.0006611876,0.0006202863,0
5237,0.0006636624,0.0006202863,0
5239,0.0006936129,0.0006202863,0
5245,0.0006406097,0.0006202863,0
5265,0.0006619207,0.0006202863,0
5271,0.0006623334,0.0006202863,0
5285,0.0006443073,0.0006202863,0
5303,0.0009069684,0.0006202863,0
5313,0.0006621059,0.0006202863,0
5316,0.0039641481,0.0006202863,0
5326,0.0007215156,0.0006202863,0
5331,0.0006705485,0.0006202863,0
5332,0.0138268896,0.0006202863,0
5342,0.0010113072,0.0006202863,0
5345,0.0006607773,0.0006202863,0
5350,0.0015055544,0.0006202863,0
5353,0.0010459139,0.0006202863,0
5361,0.0006613483,0.0006202863,0
5378,0.0006616599,0.0006202863,0
5384,0.0006619380,0.0006202863,0
5389,0.0006619320,0.0006202863,0
5397,0.0006671955,0.0006202863,0
5412,0.0013763446,0.0006202863,0
5423,0.0006615716,0.0006202863,0
5428,0.0006670124,0.0006202863,0
5438,0.0006966677,0.0006202863,0
5462,0.0006609271,0.0006202863,0
5474,0.0010584314,0.0006202863,0
5504,0.0006615788,0.0006202863,0
5506,0.0006249995,0.0006202863,0
5510,0.0006635823,0.0006202863,0
5538,0.0006613253,0.0006202863,0
5540,0.0015258969,0.0006202863,0
5545,0.0006617035,0.0006202863,0
5561,0.0016322339,0.0006202863,0
5571,0.0006616494,0.0006202863,0
5578,0.0007127719,0.0006202863,0
5594,0.0009070754,0.0006202863,0
5614,0.0015867534,0.0006202863,0
5625,0.0006617225,0.0006202863,0
5633,0.0006616317,0.0006202863,0
5638,0.0006621995,0.0006202863,0
5648,0.0006616161,0.0006202863,0
5652,0.0006616854,0.0006202863,0
5665,0.0006882452,0.0006202863,0
5675,0.0006476191,0.0006202863,0
5676,0.0006618546,0.0006202863,0
5693,0.0006624820,0.0006202863,0
5707,0.0007125707,0.0006202863,0
5716,0.0329084833,0.0006202863,0
5717,0.0006573534,0.0006202863,0
5722,0.0138290502,0.0006202863,0
5726,0.0006619715,0.0006202863,0
5737,0.0009253424,0.0006202863,0
5738,0.0006608991,0.0006202863,0
5755,0.0007012517,0.0006202863,0
5760,0.0013550505,0.0006202863,0
5779,0.0006615440,0.0006202863,0
5784,0.0010016278,0.0006202863,0
5791,0.0006619141,0.0006202863,0
5801,0.0006624864,0.0006202863,0
5808,0.0006491665,0.0006202863,0
5818,0.0006619050,0.0006202863,0
5819,0.0006816720,0.0006202863,0
5824,0.0006620916,0.0006202863,0
5854,0.0007124033,0.0006202863,0
5861,0.0006619045,0.0006202863,0
5865,0.0055002475,0.0006202863,0
5901,0.0006612058,0.0006202863,0
5906,0.0006614231,0.0006202863,0
5907,0.0006446615,0.0006202863,0
5909,0.0006623546,0.0006202863,0
5910,0.0006639633,0.0006202863,0
5939,0.0014937933,0.0006202863,0
5951,0.0007420820,0.0006202863,0
5955,0.0006615511,0.0006202863,0
5958,0.0009074471,0.0006202863,0
5961,0.0006614359,0.0006202863,0
5973,0.0006831419,0.0006202863,0
5982,0.0007164054,0.0006202863,0
5991,0.0014442484,0.0006202863,0
6007,0.0006654936,0.0006202863,0
6009,0.0006451576,0.0006202863,0
6012,0.0006616386,0.0006202863,0
6045,0.0009075798,0.0006202863,0
6059,0.0007123827,0.0006202863,0
6063,0.0009029768,0.0006202863,0
6091,0.0040158848,0.0006202863,0
6106,0.0010380556,0.0006202863,0
6111,0.0006406115,0.0006202863,0
6208,0.0014935748,0.0006202863,0
6228,0.0010468697,0.0006202863,0
6234,0.0014935748,0.0006202863,0
6263,0.0006470364,0.0006202863,0
6299,0.0006697046,0.0006202863,0
6335,0.0010105339,0.0006202863,0
6395,0.0006514684,0.0006202863,0
6403,0.0010823967,0.0006202863,0
6413,0.0006679052,0.0006202863,0
6418,0.0011132167,0.0006202863,0
6423,0.0006212873,0.0006202863,0
6453,0.0006600750,0.0006202863,0
6466,0.0006478926,0.0006202863,0
6469,0.0008999749,0.0006202863,0
6491,0.0007127712,0.0006202863,0
6516,0.0006308910,0.0006202863,0
6610,0.0014487929,0.0006202863,0
6643,0.0007127688,0.0006202863,0
6655,0.0011107432,0.0006202863,0
6659,0.0006488971,0.0006202863,0
6665,0.0007508512,0.0006202863,0
6719,0.0138267171,0.0006202863,0
6733,0.0007010972,0.0006202863,0
6756,0.0007047861,0.0006202863,0
6768,0.0006620713,0.0006202863,0
6770,0.0180226498,0.0006202863,0
6792,0.0015384809,0.0006202863,0
6811,0.0009771085,0.0006202863,0
6812,0.0009289115,0.0006202863,0
6836,0.0009063489,0.0006202863,0
6851,0.0014766768,0.0006202863,0
6852,0.0006310814,0.0006202863,0
6864,0.0015720080,0.0006202863,0
6885,0.0006303042,0.0006202863,0
6928,0.0009105400,0.0006202863,0
6959,0.0006927123,0.0006202863,0
6963,0.0019525336,0.0006202863,0
6985,0.0014582223,0.0006202863,0
7033,0.0010354355,0.0006202863,0
7037,0.0006729077,0.0006202863,0
7052,0.0007122286,0.0006202863,0
7118,0.0007124011,0.0006202863,0
7123,0.0007124031,0.0006202863,0
7138,0.0007149661,0.0006202863,0
7139,0.0006320554,0.0006202863,0
7151,0.0009420284,0.0006202863,0
7218,0.0015101338,0.0006202863,0
7248,0.0009171180,0.0006202863,0
7256,0.0007020281,0.0006202863,0
7267,0.0006517555,0.0006202863,0
7279,0.0010673976,0.0006202863,0
7291,0.0006872648,0.0006202863,0
7327,0.0006631631,0.0006202863,0
7374,0.0006405571,0.0006202863,0
7379,0.0007124055,0.0006202863,0
7387,0.0302207116,0.0006202863,0
7408,0.0006437971,0.0006202863,0
7427,0.0009525320,0.0006202863,0
7461,0.0006951892,0.0006202863,0
7462,0.0010604729,0.0006202863,0
7479,0.0006295951,0.0006202863,0
7482,0.0042634640,0.0006202863,0
7487,0.0042634551,0.0006202863,0
7492,0.0006942286,0.0006202863,0
7547,0.0006810392,0.0006202863,0
7550,0.0010876202,0.0006202863,0
7552,0.0009220492,0.0006202863,0
7561,0.0020144821,0.0006202863,0
7568,0.0006363857,0.0006202863,0
7617,0.0180316499,0.0006202863,0
7618,0.0010550462,0.0006202863,0
7628,0.0006384448,0.0006202863,0
7644,0.0009507474,0.0006202863,0
7698,0.0007127684,0.0006202863,0
7709,0.0006210497,0.0006202863,0
7714,0.0007127684,0.0006202863,0
7724,0.0009918575,0.0006202863,0
7756,0.0006917902,0.0006202863,0
7761,0.0039643390,0.0006202863,0
7842,0.0006914328,0.0006202863,0
7861,0.0006899359,0.0006202863,0
7871,0.0010507168,0.0006202863,0
7878,0.0006767851,0.0006202863,0
7898,0.0009210711,0.0006202863,0
7942,0.0006915686,0.0006202863,0
7955,0.0006488698,0.0006202863,0
7995,0.0009628004,0.0006202863,0
8025,0.0006277322,0.0006202863,0
8052,0.0015175713,0.0006202863,0
8078,0.0014932787,0.0006202863,0
8107,0.0011296007,0.0006202863,0
8140,0.0011147069,0.0006202863,0
8195,0.0006892432,0.0006202863,0
8203,0.0015424945,0.0006202863,0
8215,0.0015428316,0.0006202863,0
8221,0.0007127711,0.0006202863,0
8234,0.0006972539,0.0006202863,0
8235,0.0010224814,0.0006202863,0
8277,0.0006650906,0.0006202863,0
8281,0.0007127677,0.0006202863,0
8293,0.0138275626,0.0006202863,0
8301,0.0006838856,0.0006202863,0
8312,0.0015746631,0.0006202863,0
8320,0.0006798596,0.0006202863,0
8359,0.0010217999,0.0006202863,0
8395,0.0010601237,0.0006202863,0
8396,0.0006891624,0.0006202863,0
8399,0.0006460175,0.0006202863,0
8462,0.0180697381,0.0006202863,0
8464,0.0039711240,0.0006202863,0
8465,0.0006508683,0.0006202863,0
8493,0.0007713852,0.0006202863,0
8499,0.0006309194,0.0006202863,0
8516,0.0010054309,0.0006202863,0
8576,0.0016127409,0.0006202863,0
8621,0.0007123839,0.0006202863,0
8633,0.0006279955,0.0006202863,0
8654,0.0042634566,0.0006202863,0
8656,0.0042634569,0.0006202863,0
8708,0.0014695730,0.0006202863,0
8722,0.0007060419,0.0006202863,0
8755,0.0006627645,0.0006202863,0
8761,0.0006834013,0.0006202863,0
8799,0.0105300492,0.0006202863,0
8833,0.0006325170,0.0006202863,0
8835,0.0011456676,0.0006202863,0
8861,0.0006732991,0.0006202863,0
8880,0.0007525653,0.0006202863,0
8905,0.0006375997,0.0006202863,0
8918,0.0006211270,0.0006202863,0
8962,0.0007028956,0.0006202863,0
8975,0.0010014122,0.0006202863,0
8986,0.0007124031,0.0006202863,0
8994,0.0006850592,0.0006202863,0
8995,0.0006889514,0.0006202863,0
9004,0.0010216938,0.0006202863,0
9018,0.0008545142,0.0006202863,0
9028,0.0006406991,0.0006202863,0
9033,0.0015405901,0.0006202863,0
9039,0.0006496940,0.0006202863,0
9041,0.0009308178,0.0006202863,0
9053,0.0006947903,0.0006202863,0
9090,0.0006680813,0.0006202863,0
9100,0.0006430336,0.0006202863,0
9151,0.0006785048,0.0006202863,0
9158,0.0007455918,0.0006202863,0
9170,0.0010264469,0.0006202863,0
9190,0.0007105747,0.0006202863,0
9203,0.0016727690,0.0006202863,0
9304,0.0015576686,0.0006202863,0
9321,0.0006853801,0.0006202863,0
9322,0.0009089712,0.0006202863,0
9324,0.0006438342,0.0006202863,0
9417,0.0010165267,0.0006202863,0
9453,0.0006303552,0.0006202863,0
9461,0.0007143292,0.0006202863,0
9465,0.0008011707,0.0006202863,0
9476,0.0009167099,0.0006202863,0
9578,0.0010230408,0.0006202863,0
9590,0.0009115836,0.0006202863,0
9603,0.0006824217,0.0006202863,0
9612,0.0194870991,0.0006202863,0
9632,0.0006707879,0.0006202863,0
9647,0.0010536284,0.0006202863,0
9650,0.0007124024,0.0006202863,0
9652,0.0007193400,0.0006202863,0
9715,0.0006770461,0.0006202863,0
9728,0.0015570858,0.0006202863,0
9737,0.0006226833,0.0006202863,0
9740,0.0014070366,0.0006202863,0
9803,0.0006936350,0.0006202863,0
9841,0.0007215143,0.0006202863,0
9876,0.0014792854,0.0006202863,0
9892,0.0006820109,0.0006202863,0
9903,0.0006485347,0.0006202863,0
9915,0.0009475807,0.0006202863,0
9921,0.0007079779,0.0006202863,0
9956,0.0006353736,0.0006202863,0
9958,0.0008491634,0.0006202863,0
10084,0.0007127732,0.0006202863,0
10116,0.0302194297,0.0006202863,0
10188,0.0008004060,0.0006202863,0
10230,0.0006791144,0.0006202863,0
10295,0.0010567880,0.0006202863,0
10300,0.0006408620,0.0006202863,0
10352,0.0006389282,0.0006202863,0
10355,0.0008155154,0.0006202863,0
10363,0.0016075845,0.0006202863,0
10376,0.0017028526,0.0006202863,0
10390,0.0010915763,0.0006202863,0
10397,0.0007778313,0.0006202863,0
10411,0.0006714534,0.0006202863,0
10419,0.0009865659,0.0006202863,0
10432,0.0138267112,0.0006202863,0
10490,0.0006324156,0.0006202863,0
10533,0.0015952713,0.0006202863,0
10543,0.0007693060,0.0006202863,0
10562,0.0006350886,0.0006202863,0
10581,0.0008991291,0.0006202863,0
10588,0.0010145232,0.0006202863,0
10617,0.0010520756,0.0006202863,0
10642,0.0007899590,0.0006202863,0
10660,0.0006811727,0.0006202863,0
10665,0.0010429047,0.0006202863,0
10668,0.0006227949,0.0006202863,0
10735,0.0011231822,0.0006202863,0
10754,0.0006716875,0.0006202863,0
10925,0.0007225919,0.0006202863,0
10927,0.0016373618,0.0006202863,0
10938,0.0006817285,0.0006202863,0
10979,0.0011338182,0.0006202863,0
11037,0.0011144049,0.0006202863,0
11078,0.0014529831,0.0006202863,0
11099,0.0006704889,0.0006202863,0
11107,0.0016549383,0.0006202863,0
11180,0.0006582396,0.0006202863,0
11193,0.0016096158,0.0006202863,0
11208,0.0006890287,0.0006202863,0
11223,0.0006770174,0.0006202863,0
11237,0.0010639814,0.0006202863,0
11239,0.0006881384,0.0006202863,0
11244,0.0007017835,0.0006202863,0
11263,0.0007724589,0.0006202863,0
11300,0.0008751066,0.0006202863,0
11358,0.0010183104,0.0006202863,0
11383,0.0008158137,0.0006202863,0
11469,0.0010094076,0.0006202863,0
11478,0.0006790947,0.0006202863,0
11511,0.0007495633,0.0006202863,0
11537,0.0006969466,0.0006202863,0
11548,0.0016223573,0.0006202863,0
11601,0.0006853598,0.0006202863,0
